Country;year;ppm
El Salvador;1998;5889
Equatorial Guinea;1998;2026
Eritrea;1998;638
Estonia;1998;16048
Ethiopia;1998;3403
Fiji;1998;972
Finland;1998;59786
France;1998;415939
French Guiana;1998;773
French Polynesia;1998;712
Gabon;1998;6360
Gambia;1998;186
Georgia;1998;5029
Germany;1998;901591
Ghana;1998;6335
Greece;1998;92208
Greenland;1998;2
Grenada;1998;159
Guadeloupe;1998;1250
Guam;1998;9
Guatemala;1998;8882
Guinea;1998;1108
Guyana;1998;1224
Haiti;1998;1523
Honduras;1998;4810
Hong Kong;1998;42741
Hungary;1998;61305
Iceland;1998;2717
India;1998;967362
Indonesia;1998;255620
Iran;1998;309272
Iraq;1998;81402
Ireland;1998;40571
Israel;1998;53470
Italy;1998;428044
Jamaica;1998;9900
Japan;1998;1224308
Jordan;1998;14934
Kazakhstan;1998;141218
Kenya;1998;8850
Kiribati;1998;24
Kuwait;1998;52186
Kyrgyzstan;1998;6325
Latvia;1998;8373
Lebanon;1998;16765
Lesotho;1998;145
Liberia;1998;331
Lithuania;1998;15752
Luxembourg;1998;7864
Madagascar;1998;1046
Malawi;1998;653
Malaysia;1998;104689
Mali;1998;426
Malta;1998;2411
Martinique;1998;1637
Mauritania;1998;2799
Mauritius;1998;1557
Mexico;1998;375152
Mongolia;1998;11080
Montserrat;1998;43
Morocco;1998;31158
Mozambique;1998;1300
Namibia;1998;1704
Nepal;1998;2506
Netherlands;1998;175224
New Caledonia;1998;1518
New Zealand;1998;30438
Nicaragua;1998;3535
Niger;1998;653
Nigeria;1998;81402
Norway;1998;46817
Oman;1998;19291
Pakistan;1998;93302
Panama;1998;5747
Papua New Guinea;1998;2960
Paraguay;1998;4502
Peru;1998;27324
Philippines;1998;74504
Poland;1998;288695
Portugal;1998;58073
Puerto Rico;1998;625
Qatar;1998;28678
Reunion;1998;1798
Romania;1998;107376
Russia;1998;1573333
Rwanda;1998;612
Samoa;1998;150
Saudi Arabia;1998;242020
Senegal;1998;3687
Seychelles;1998;395
Sierra Leone;1998;737
Singapore;1998;42029
Slovakia;1998;44292
Slovenia;1998;17275
Solomon Islands;1998;172
Somalia;1998;378
South Africa;1998;322062
Spain;1998;270459
Sri Lanka;1998;8998
Sudan;1998;4830
Suriname;1998;1317
Swaziland;1998;575
Sweden;1998;63066
Switzerland;1998;45526
Taiwan;1998;212531
Tajikistan;1998;5946
Tanzania;1998;2806
Thailand;1998;164768
Togo;1998;1068
Tonga;1998;67
Tunisia;1998;19052
Turkey;1998;206123
Turkmenistan;1998;32845
Uganda;1998;1004
Ukraine;1998;362760
United Arab Emirates;1998;83949
United Kingdom;1998;548870
United States;1998;5647513
Uruguay;1998;5846
Uzbekistan;1998;118655
Venezuela;1998;150336
Vietnam;1998;48551
Western Sahara;1998;163
Yemen;1998;12724
Zambia;1998;2323
Zimbabwe;1998;14725
Afghanistan;1999;781
Albania;1999;3158
Algeria;1999;81663
American Samoa;1999;14
Angola;1999;16671
Argentina;1999;149652
Armenia;1999;3264
Aruba;1999;153
Australia;1999;354939
Austria;1999;68094
Azerbaijan;1999;28279
Bahamas;1999;3329
Bahrain;1999;15359
Bangladesh;1999;23351
Barbados;1999;1125
Belarus;1999;58154
Belgium;1999;122784
Belize;1999;409
Benin;1999;1487
Bhutan;1999;347
Bolivia;1999;9434
Botswana;1999;2971
Brazil;1999;325641
Bulgaria;1999;47522
Burkina Faso;1999;1057
Burundi;1999;413
Cambodia;1999;645
Cameroon;1999;6007
Canada;1999;527709
Cape Verde;1999;101
Cayman Islands;1999;302
Central African Republic;1999;347
Chad;1999;138
Chile;1999;69628
China;1999;3521065
Colombia;1999;60834
Comoros;1999;75
Congo;1999;3737
Costa Rica;1999;5214
Croatia;1999;19800
Cuba;1999;26701
Cyprus;1999;6665
Czech Republic;1999;121521
Denmark;1999;56988
Djibouti;1999;1179
Dominica;1999;86
Dominican Republic;1999;18397
Ecuador;1999;19379
Egypt;1999;120906
El Salvador;1999;5808
Equatorial Guinea;1999;2168
Eritrea;1999;680
Estonia;1999;14952
Ethiopia;1999;3312
Fiji;1999;1023
Finland;1999;59010
France;1999;409093
French Guiana;1999;821
French Polynesia;1999;739
Gabon;1999;5965
Gambia;1999;196
Georgia;1999;4691
Germany;1999;869700
Ghana;1999;6959
Greece;1999;91755
Greenland;1999;2
Grenada;1999;173
Guadeloupe;1999;1345
Guam;1999;10
Guatemala;1999;8851
Guinea;1999;1123
Guyana;1999;1391
Haiti;1999;1575
Honduras;1999;4895
Hong Kong;1999;45587
Hungary;1999;61771
Iceland;1999;2764
India;1999;1033408
Indonesia;1999;279637
Iran;1999;323004
Iraq;1999;83751
Ireland;1999;41873
Israel;1999;54784
Italy;1999;433961
Jamaica;1999;10166
Japan;1999;1261523
Jordan;1999;14974
Kazakhstan;1999;128753
Kenya;1999;9243
Kiribati;1999;25
Kuwait;1999;54077
Kyrgyzstan;1999;5024
Latvia;1999;7724
Lebanon;1999;16679
Lesotho;1999;151
Liberia;1999;341
Lithuania;1999;13154
Luxembourg;1999;8207
Madagascar;1999;1089
Malawi;1999;705
Malaysia;1999;113042
Mali;1999;447
Malta;1999;2442
Martinique;1999;1745
Mauritania;1999;2846
Mauritius;1999;1668
Mexico;1999;367096
Mongolia;1999;11299
Montserrat;1999;47
Morocco;1999;33387
Mozambique;1999;1304
Namibia;1999;1586
Nepal;1999;3272
Netherlands;1999;169928
New Caledonia;1999;1506
New Zealand;1999;32026
Nicaragua;1999;3640
Niger;1999;720
Nigeria;1999;82087
Norway;1999;48248
Oman;1999;21724
Pakistan;1999;102116
Panama;1999;4845
Papua New Guinea;1999;2536
Paraguay;1999;4511
Peru;1999;29369
Philippines;1999;74949
Poland;1999;283744
Portugal;1999;65244
Puerto Rico;1999;622
Qatar;1999;31302
Reunion;1999;1856
Romania;1999;90952
Russia;1999;1618139
Rwanda;1999;637
Samoa;1999;155
Saudi Arabia;1999;246959
Senegal;1999;4061
Seychelles;1999;406
Sierra Leone;1999;750
Singapore;1999;38488
Slovakia;1999;44000
Slovenia;1999;16964
Solomon Islands;1999;185
Somalia;1999;394
South Africa;1999;301829
Spain;1999;292831
Sri Lanka;1999;9918
Sudan;1999;5285
Suriname;1999;1354
Swaziland;1999;755
Sweden;1999;61586
Switzerland;1999;45534
Taiwan;1999;220029
Tajikistan;1999;6069
Tanzania;1999;2612
Thailand;1999;171788
Togo;1999;1373
Tonga;1999;63
Tunisia;1999;20021
Turkey;1999;205017
Turkmenistan;1999;38896
Uganda;1999;1055
Ukraine;1999;360861
United Arab Emirates;1999;86182
United Kingdom;1999;542137
United States;1999;5692257
Uruguay;1999;6853
Uzbekistan;1999;120509
Venezuela;1999;133316
Vietnam;1999;49625
Western Sahara;1999;167
Yemen;1999;14386
Zambia;1999;1903
Zimbabwe;1999;16609
Afghanistan;2000;704
Albania;2000;3275
Algeria;2000;82724
American Samoa;2000;16
Angola;2000;15525
Argentina;2000;148876
Armenia;2000;3729
Aruba;2000;249
Australia;2000;356605
Austria;2000;66931
Azerbaijan;2000;30198
Bahamas;2000;2930
Bahrain;2000;15539
Bangladesh;2000;25310
Barbados;2000;1123
Belarus;2000;57582
Belgium;2000;122995
Belize;2000;521
Benin;2000;1572
Bhutan;2000;353
Bolivia;2000;8759
Botswana;2000;2846
Brazil;2000;345279
Bulgaria;2000;46906
Burkina Faso;2000;762
Burundi;2000;304
Cambodia;2000;818
Cameroon;2000;6422
Canada;2000;550202
Cape Verde;2000;162
Cayman Islands;2000;274
Central African Republic;2000;455
Chad;2000;133
Chile;2000;64090
China;2000;3520116
Colombia;2000;62299
Comoros;2000;91
Congo;2000;4174
Costa Rica;2000;5209
Croatia;2000;19119
Cuba;2000;27307
Cyprus;2000;6967
Czech Republic;2000;139089
Denmark;2000;52555
Djibouti;2000;1151
Dominica;2000;82
Dominican Republic;2000;19034
Ecuador;2000;20914
Egypt;2000;126661
El Salvador;2000;5801
Equatorial Guinea;2000;2329
Eritrea;2000;675
Estonia;2000;14663
Ethiopia;2000;3698
Fiji;2000;517
Finland;2000;57273
France;2000;407878
French Guiana;2000;677
French Polynesia;2000;487
Gabon;2000;5964
Gambia;2000;190
Georgia;2000;4976
Germany;2000;867226
Ghana;2000;6289
Greece;2000;96152
Greenland;2000;2
Grenada;2000;427
Guadeloupe;2000;1586
Guam;2000;10
Guatemala;2000;9900
Guinea;2000;1172
Guyana;2000;1433
Haiti;2000;1609
Honduras;2000;4920
Hong Kong;2000;41930
Hungary;2000;58448
Iceland;2000;2853
India;2000;1059135
Indonesia;2000;294453
Iran;2000;341971
Iraq;2000;96532
Ireland;2000;43427
Israel;2000;59117
Italy;2000;460034
Jamaica;2000;10294
Japan;2000;1276459
Jordan;2000;15586
Kazakhstan;2000;139687
Kenya;2000;9674
Kiribati;2000;26
Kuwait;2000;53341
Kyrgyzstan;2000;4943
Latvia;2000;7256
Lebanon;2000;15323
Lesotho;2000;181
Liberia;2000;379
Lithuania;2000;11484
Luxembourg;2000;8779
Madagascar;2000;1481
Malawi;2000;674
Malaysia;2000;123119
Mali;2000;462
Malta;2000;2205
Martinique;2000;1509
Mauritania;2000;2841
Mauritius;2000;1967
Mexico;2000;377595
Mongolia;2000;11248
Montserrat;2000;367
Morocco;2000;35251
Mozambique;2000;1601
Namibia;2000;2103
Nepal;2000;3353
Netherlands;2000;173229
New Caledonia;2000;1352
New Zealand;2000;34778
Nicaragua;2000;3761
Niger;2000;704
Nigeria;2000;89814
Norway;2000;43137
Oman;2000;24524
Pakistan;2000;103117
Panama;2000;4964
Papua New Guinea;2000;2695
Paraguay;2000;3732
Peru;2000;28975
Philippines;2000;75315
Poland;2000;288694
Portugal;2000;64442
Puerto Rico;2000;621
Qatar;2000;30872
Reunion;2000;1747
Romania;2000;94723
Russia;2000;1663997
Rwanda;2000;622
Samoa;2000;166
Saudi Arabia;2000;259561
Senegal;2000;4070
Seychelles;2000;501
Sierra Leone;2000;701
Singapore;2000;38404
Slovakia;2000;42428
Slovenia;2000;16608
Solomon Islands;2000;267
Somalia;2000;447
South Africa;2000;308195
Spain;2000;307041
Sri Lanka;2000;11191
Sudan;2000;5442
Suriname;2000;1319
Swaziland;2000;784
Sweden;2000;57846
Switzerland;2000;44131
Taiwan;2000;231147
Tajikistan;2000;4847
Tanzania;2000;2996
Thailand;2000;172873
Togo;2000;1276
Tonga;2000;95
Tunisia;2000;21015
Turkey;2000;225794
Turkmenistan;2000;38825
Uganda;2000;1019
Ukraine;2000;353054
United Arab Emirates;2000;92702
United Kingdom;2000;545033
United States;2000;5866987
Uruguay;2000;5523
Uzbekistan;2000;118836
Venezuela;2000;142760
Vietnam;2000;54834
Western Sahara;2000;216
Yemen;2000;15311
Zambia;2000;1928
Zimbabwe;2000;14120
Afghanistan;2001;616
Albania;2001;3509
Algeria;2001;81523
American Samoa;2001;17
Angola;2001;15332
Argentina;2001;137529
Armenia;2001;3795
Aruba;2001;244
Australia;2001;359088
Austria;2001;70605
Azerbaijan;2001;28139
Bahamas;2001;2874
Bahrain;2001;16282
Bangladesh;2001;29940
Barbados;2001;1057
Belarus;2001;56272
Belgium;2001;122868
Belize;2001;712
Benin;2001;1887
Bhutan;2001;369
Bolivia;2001;9641
Botswana;2001;2819
Brazil;2001;349773
Bulgaria;2001;49845
Burkina Faso;2001;757
Burundi;2001;483
Cambodia;2001;832
Cameroon;2001;6405
Canada;2001;542885
Cape Verde;2001;125
Cayman Islands;2001;273
Central African Republic;2001;451
Chad;2001;131
Chile;2001;61823
China;2001;3592195
Colombia;2001;61141
Comoros;2001;139
Congo;2001;4121
Costa Rica;2001;5469
Croatia;2001;20242
Cuba;2001;26566
Cyprus;2001;6836
Czech Republic;2001;134861
Denmark;2001;54126
Djibouti;2001;1452
Dominica;2001;97
Dominican Republic;2001;18601
Ecuador;2001;21826
Egypt;2001;128964
El Salvador;2001;6018
Equatorial Guinea;2001;3060
Eritrea;2001;735
Estonia;2001;14979
Ethiopia;2001;4569
Fiji;2001;559
Finland;2001;62598
France;2001;415538
French Guiana;2001;678
French Polynesia;2001;485
Gabon;2001;6250
Gambia;2001;209
Georgia;2001;3767
Germany;2001;885641
Ghana;2001;6734
Greece;2001;98414
Greenland;2001;2
Grenada;2001;393
Guadeloupe;2001;1533
Guam;2001;10
Guatemala;2001;10446
Guinea;2001;1229
Guyana;2001;1461
Haiti;2001;1730
Honduras;2001;5170
Hong Kong;2001;43135
Hungary;2001;59360
Iceland;2001;2958
India;2001;1075399
Indonesia;2001;315418
Iran;2001;353284
Iraq;2001;104852
Ireland;2001;45916
Israel;2001;59213
Italy;2001;457218
Jamaica;2001;10322
Japan;2001;1260433
Jordan;2001;15675
Kazakhstan;2001;143116
Kenya;2001;9387
Kiribati;2001;27
Kuwait;2001;52428
Kyrgyzstan;2001;4115
Latvia;2001;7636
Lebanon;2001;16596
Lesotho;2001;180
Liberia;2001;407
Lithuania;2001;12281
Luxembourg;2001;9104
Madagascar;2001;1590
Malawi;2001;678
Malaysia;2001;127509
Mali;2001;462
Malta;2001;2681
Martinique;2001;1529
Mauritania;2001;2885
Mauritius;2001;2355
Mexico;2001;375254
Mongolia;2001;11437
Montserrat;2001;509
Morocco;2001;38146
Mozambique;2001;1927
Namibia;2001;2462
Nepal;2001;3597
Netherlands;2001;178230
New Caledonia;2001;1336
New Zealand;2001;36766
Nicaragua;2001;4002
Niger;2001;765
Nigeria;2001;92889
Norway;2001;43478
Oman;2001;27787
Pakistan;2001;106079
Panama;2001;6349
Papua New Guinea;2001;2753
Paraguay;2001;3874
Peru;2001;26838
Philippines;2001;74694
Poland;2001;284354
Portugal;2001;63850
Puerto Rico;2001;616
Qatar;2001;31835
Reunion;2001;1802
Romania;2001;101710
Russia;2001;1670223
Rwanda;2001;606
Samoa;2001;161
Saudi Arabia;2001;271078
Senegal;2001;4687
Seychelles;2001;494
Sierra Leone;2001;707
Singapore;2001;38141
Slovakia;2001;41988
Slovenia;2001;17384
Solomon Islands;2001;257
Somalia;2001;447
South Africa;2001;293857
Spain;2001;307592
Sri Lanka;2001;10974
Sudan;2001;6271
Suriname;2001;1366
Swaziland;2001;888
Sweden;2001;57912
Switzerland;2001;44993
Taiwan;2001;237792
Tajikistan;2001;5361
Tanzania;2001;3218
Thailand;2001;179251
Togo;2001;1141
Tonga;2001;94
Tunisia;2001;21858
Turkey;2001;207373
Turkmenistan;2001;40380
Uganda;2001;1123
Ukraine;2001;350864
United Arab Emirates;2001;92973
United Kingdom;2001;562777
United States;2001;5753471
Uruguay;2001;4990
Uzbekistan;2001;121327
Venezuela;2001;149578
Vietnam;2001;60641
Western Sahara;2001;211
Yemen;2001;16100
Zambia;2001;1931
Zimbabwe;2001;13532
Afghanistan;2002;535
Albania;2002;4150
Algeria;2002;83695
American Samoa;2002;17
Angola;2002;15141
Argentina;2002;125670
Armenia;2002;3264
Aruba;2002;256
Australia;2002;370401
Austria;2002;72166
Azerbaijan;2002;26941
Bahamas;2002;2988
Bahrain;2002;17104
Bangladesh;2002;31062
Barbados;2002;1103
Belarus;2002;57749
Belgium;2002;116864
Belize;2002;695
Benin;2002;2120
Bhutan;2002;342
Bolivia;2002;8645
Botswana;2002;2982
Brazil;2002;348595
Bulgaria;2002;46474
Burkina Faso;2002;689
Burundi;2002;1015
Cambodia;2002;668
Cameroon;2002;6347
Canada;2002;551910
Cape Verde;2002;129
Cayman Islands;2002;278
Central African Republic;2002;440
Chad;2002;139
Chile;2002;63327
China;2002;3856525
Colombia;2002;61219
Comoros;2002;115
Congo;2002;2709
Costa Rica;2002;5699
Croatia;2002;21305
Cuba;2002;30566
Cyprus;2002;7020
Czech Republic;2002;130380
Denmark;2002;53711
Djibouti;2002;1181
Dominica;2002;104
Dominican Republic;2002;20085
Ecuador;2002;24930
Egypt;2002;141579
El Salvador;2002;6028
Equatorial Guinea;2002;2475
Eritrea;2002;757
Estonia;2002;19808
Ethiopia;2002;4693
Fiji;2002;728
Finland;2002;66303
France;2002;409502
French Guiana;2002;728
French Polynesia;2002;448
Gabon;2002;6143
Gambia;2002;202
Georgia;2002;14133
Germany;2002;870402
Ghana;2002;7288
Greece;2002;98474
Greenland;2002;2
Grenada;2002;426
Guadeloupe;2002;1717
Guam;2002;10
Guatemala;2002;11271
Guinea;2002;1165
Guyana;2002;1541
Haiti;2002;1977
Honduras;2002;5433
Hong Kong;2002;41830
Hungary;2002;58705
Iceland;2002;3100
India;2002;1119240
Indonesia;2002;322269
Iran;2002;371924
Iraq;2002;100759
Ireland;2002;45122
Israel;2002;62715
Italy;2002;466785
Jamaica;2002;10418
Japan;2002;1300315
Jordan;2002;16700
Kazakhstan;2002;152820
Kenya;2002;8595
Kiribati;2002;28
Kuwait;2002;51937
Kyrgyzstan;2002;5245
Latvia;2002;7698
Lebanon;2002;16430
Lesotho;2002;165
Liberia;2002;409
Lithuania;2002;12381
Luxembourg;2002;9998
Madagascar;2002;1608
Malawi;2002;761
Malaysia;2002;137388
Mali;2002;478
Malta;2002;2174
Martinique;2002;1584
Mauritania;2002;2666
Mauritius;2002;2034
Mexico;2002;382097
Mongolia;2002;12177
Montserrat;2002;498
Morocco;2002;38509
Mozambique;2002;2018
Namibia;2002;2603
Nepal;2002;2923
Netherlands;2002;178875
New Caledonia;2002;1321
New Zealand;2002;36768
Nicaragua;2002;4136
Niger;2002;693
Nigeria;2002;86377
Norway;2002;42813
Oman;2002;29685
Pakistan;2002;108221
Panama;2002;5581
Papua New Guinea;2002;3061
Paraguay;2002;4096
Peru;2002;27983
Philippines;2002;72568
Poland;2002;275575
Portugal;2002;67948
Puerto Rico;2002;611
Qatar;2002;32540
Reunion;2002;1670
Romania;2002;100436
Russia;2002;1662167
Rwanda;2002;603
Samoa;2002;151
Saudi Arabia;2002;283690
Senegal;2002;4823
Seychelles;2002;642
Sierra Leone;2002;692
Singapore;2002;37774
Slovakia;2002;41793
Slovenia;2002;17908
Solomon Islands;2002;301
Somalia;2002;424
South Africa;2002;308440
Spain;2002;326634
Sri Lanka;2002;11535
Sudan;2002;7777
Suriname;2002;1491
Swaziland;2002;772
Sweden;2002;59670
Switzerland;2002;43834
Taiwan;2002;245465
Tajikistan;2002;5346
Tanzania;2002;3674
Thailand;2002;189200
Togo;2002;1209
Tonga;2002;70
Tunisia;2002;22206
Turkey;2002;218491
Turkmenistan;2002;41477
Uganda;2002;1143
Ukraine;2002;351678
United Arab Emirates;2002;103886
United Kingdom;2002;544966
United States;2002;5824604
Uruguay;2002;4583
Uzbekistan;2002;126999
Venezuela;2002;142684
Vietnam;2002;71501
Western Sahara;2002;202
Yemen;2002;17337
Zambia;2002;2024
Zimbabwe;2002;12871
Afghanistan;2003;473
Albania;2003;4303
Algeria;2003;88875
American Samoa;2003;18
Angola;2003;16483
Argentina;2003;135478
Armenia;2003;3635
Aruba;2003;256
Australia;2003;375725
Austria;2003;77305
Azerbaijan;2003;30042
Bahamas;2003;3276
Bahrain;2003;17609
Bangladesh;2003;32388
Barbados;2003;1085
Belarus;2003;57464
Belgium;2003;123940
Belize;2003;697
Benin;2003;2438
Bhutan;2003;331
Bolivia;2003;9092
Botswana;2003;2840
Brazil;2003;341745
Bulgaria;2003;52657
Burkina Faso;2003;732
Burundi;2003;1211
Cambodia;2003;659
Cameroon;2003;6440
Canada;2003;572730
Cape Verde;2003;131
Cayman Islands;2003;277
Central African Republic;2003;459
Chad;2003;142
Chile;2003;65906
China;2003;4458023
Colombia;2003;58092
Comoros;2003;76
Congo;2003;3114
Costa Rica;2003;5918
Croatia;2003;22631
Cuba;2003;30438
Cyprus;2003;7782
Czech Republic;2003;135838
Denmark;2003;59091
Djibouti;2003;1273
Dominica;2003;108
Dominican Republic;2003;19264
Ecuador;2003;24974
Egypt;2003;147406
El Salvador;2003;6373
Equatorial Guinea;2003;2675
Eritrea;2003;739
Estonia;2003;16431
Ethiopia;2003;5052
Fiji;2003;736
Finland;2003;76584
France;2003;416639
French Guiana;2003;731
French Polynesia;2003;529
Gabon;2003;6668
Gambia;2003;207
Georgia;2003;3377
Germany;2003;881739
Ghana;2003;7255
Greece;2003;102016
Greenland;2003;2
Grenada;2003;419
Guadeloupe;2003;1723
Guam;2003;10
Guatemala;2003;11063
Guinea;2003;1238
Guyana;2003;1485
Haiti;2003;1887
Honduras;2003;5931
Hong Kong;2003;44514
Hungary;2003;61061
Iceland;2003;3073
India;2003;1150671
Indonesia;2003;331687
Iran;2003;394996
Iraq;2003;84981
Ireland;2003;44270
Israel;2003;64670
Italy;2003;482406
Jamaica;2003;10929
Japan;2003;1304940
Jordan;2003;16477
Kazakhstan;2003;167490
Kenya;2003;7998
Kiribati;2003;27
Kuwait;2003;61720
Kyrgyzstan;2003;5869
Latvia;2003;7930
Lebanon;2003;18678
Lesotho;2003;174
Liberia;2003;435
Lithuania;2003;12333
Luxembourg;2003;10488
Madagascar;2003;1628
Malawi;2003;771
Malaysia;2003;144165
Mali;2003;500
Malta;2003;2561
Martinique;2003;1577
Mauritania;2003;2898
Mauritius;2003;2102
Mexico;2003;387616
Mongolia;2003;11408
Montserrat;2003;525
Morocco;2003;38264
Mozambique;2003;2769
Namibia;2003;2730
Nepal;2003;3153
Netherlands;2003;182315
New Caledonia;2003;1294
New Zealand;2003;39211
Nicaragua;2003;4399
Niger;2003;710
Nigeria;2003;92252
Norway;2003;45336
Oman;2003;31747
Pakistan;2003;115764
Panama;2003;6240
Papua New Guinea;2003;2978
Paraguay;2003;4139
Peru;2003;27509
Philippines;2003;75031
Poland;2003;285303
Portugal;2003;62977
Puerto Rico;2003;641
Qatar;2003;36096
Reunion;2003;1766
Romania;2003;104541
Russia;2003;1717016
Rwanda;2003;642
Samoa;2003;150
Saudi Arabia;2003;298010
Senegal;2003;4557
Seychelles;2003;659
Sierra Leone;2003;759
Singapore;2003;36869
Slovakia;2003;41496
Slovenia;2003;17487
Solomon Islands;2003;321
Somalia;2003;437
South Africa;2003;336720
Spain;2003;334205
Sri Lanka;2003;12383
Sudan;2003;8595
Suriname;2003;1464
Swaziland;2003;732
Sweden;2003;60062
Switzerland;2003;45403
Taiwan;2003;253898
Tajikistan;2003;5664
Tanzania;2003;3908
Thailand;2003;202117
Togo;2003;1446
Tonga;2003;77
Tunisia;2003;22229
Turkey;2003;229668
Turkmenistan;2003;46754
Uganda;2003;1241
Ukraine;2003;377841
United Arab Emirates;2003;109837
United Kingdom;2003;557901
United States;2003;5873473
Uruguay;2003;4566
Uzbekistan;2003;123339
Venezuela;2003;135207
Vietnam;2003;76132
Western Sahara;2003;215
Yemen;2003;19067
Zambia;2003;2159
Zimbabwe;2003;11506
Afghanistan;2004;513
Albania;2004;3845
Algeria;2004;89276
American Samoa;2004;18
Angola;2004;17430
Argentina;2004;154388
Armenia;2004;3868
Aruba;2004;256
Australia;2004;395422
Austria;2004;81451
Azerbaijan;2004;30244
Bahamas;2004;3448
Bahrain;2004;18455
Bangladesh;2004;33968
Barbados;2004;1123
Belarus;2004;60258
Belgium;2004;120882
Belize;2004;769
Benin;2004;2597
Bhutan;2004;348
Bolivia;2004;9850
Botswana;2004;3897
Brazil;2004;362514
Bulgaria;2004;51094
Burkina Faso;2004;748
Burundi;2004;1252
Cambodia;2004;2950
Cameroon;2004;6418
Canada;2004;566730
Cape Verde;2004;144
Cayman Islands;2004;311
Central African Republic;2004;436
Chad;2004;157
Chile;2004;72297
China;2004;5237128
Colombia;2004;58204
Comoros;2004;87
Congo;2004;3453
Costa Rica;2004;6216
Croatia;2004;22347
Cuba;2004;28460
Cyprus;2004;7645
Czech Republic;2004;131961
Denmark;2004;53381
Djibouti;2004;1274
Dominica;2004;119
Dominican Republic;2004;19349
Ecuador;2004;25066
Egypt;2004;155535
El Salvador;2004;6416
Equatorial Guinea;2004;3058
Eritrea;2004;730
Estonia;2004;16880
Ethiopia;2004;5390
Fiji;2004;731
Finland;2004;70525
France;2004;413928
French Guiana;2004;803
French Polynesia;2004;532
Gabon;2004;6333
Gambia;2004;207
Georgia;2004;3799
Germany;2004;881086
Ghana;2004;6648
Greece;2004;101467
Greenland;2004;2
Grenada;2004;445
Guadeloupe;2004;1914
Guam;2004;10
Guatemala;2004;11769
Guinea;2004;1208
Guyana;2004;1543
Haiti;2004;2144
Honduras;2004;6482
Hong Kong;2004;42622
Hungary;2004;59070
Iceland;2004;3154
India;2004;1240251
Indonesia;2004;349429
Iran;2004;425217
Iraq;2004;100008
Ireland;2004;44788
Israel;2004;63379
Italy;2004;481653
Jamaica;2004;11352
Japan;2004;1305117
Jordan;2004;18493
Kazakhstan;2004;183326
Kenya;2004;8850
Kiribati;2004;28
Kuwait;2004;68778
Kyrgyzstan;2004;6216
Latvia;2004;7957
Lebanon;2004;17103
Lesotho;2004;166
Liberia;2004;464
Lithuania;2004;12717
Luxembourg;2004;11596
Madagascar;2004;1674
Malawi;2004;792
Malaysia;2004;154467
Mali;2004;500
Malta;2004;2607
Martinique;2004;1792
Mauritania;2004;3006
Mauritius;2004;2281
Mexico;2004;397671
Mongolia;2004;10006
Montserrat;2004;539
Morocco;2004;49353
Mozambique;2004;2869
Namibia;2004;2864
Nepal;2004;3002
Netherlands;2004;182229
New Caledonia;2004;1231
New Zealand;2004;38773
Nicaragua;2004;4421
Niger;2004;799
Nigeria;2004;90169
Norway;2004;45411
Oman;2004;31279
Pakistan;2004;129409
Panama;2004;5799
Papua New Guinea;2004;3209
Paraguay;2004;4169
Peru;2004;31530
Philippines;2004;77266
Poland;2004;310981
Portugal;2004;64290
Puerto Rico;2004;673
Qatar;2004;40545
Reunion;2004;1762
Romania;2004;101659
Russia;2004;1734136
Rwanda;2004;537
Samoa;2004;147
Saudi Arabia;2004;306931
Senegal;2004;5467
Seychelles;2004;633
Sierra Leone;2004;797
Singapore;2004;38473
Slovakia;2004;40547
Slovenia;2004;17565
Solomon Islands;2004;356
Somalia;2004;442
South Africa;2004;357589
Spain;2004;347701
Sri Lanka;2004;13724
Sudan;2004;9590
Suriname;2004;1419
Swaziland;2004;916
Sweden;2004;58171
Switzerland;2004;45908
Taiwan;2004;263458
Tajikistan;2004;6387
Tanzania;2004;4261
Thailand;2004;221479
Togo;2004;1385
Tonga;2004;72
Tunisia;2004;23042
Turkey;2004;235414
Turkmenistan;2004;43298
Uganda;2004;1275
Ukraine;2004;355301
United Arab Emirates;2004;115053
United Kingdom;2004;554253
United States;2004;5935359
Uruguay;2004;5552
Uzbekistan;2004;119945
Venezuela;2004;140401
Vietnam;2004;96962
Western Sahara;2004;210
Yemen;2004;19462
Zambia;2004;2165
Zimbabwe;2004;10680
Afghanistan;2005;561
Albania;2005;4730
Algeria;2005;93457
American Samoa;2005;18
Angola;2005;15886
Argentina;2005;157983
Armenia;2005;4494
Aruba;2005;262
Australia;2005;414280
Austria;2005;82725
Azerbaijan;2005;32387
Bahamas;2005;3458
Bahrain;2005;20258
Bangladesh;2005;35006
Barbados;2005;1152
Belarus;2005;63590
Belgium;2005;116351
Belize;2005;783
Benin;2005;2703
Bhutan;2005;339
Bolivia;2005;10591
Botswana;2005;4103
Brazil;2005;365374
Bulgaria;2005;51412
Burkina Faso;2005;791
Burundi;2005;1489
Cambodia;2005;3158
Cameroon;2005;6338
Canada;2005;572657
Cape Verde;2005;167
Cayman Islands;2005;311
Central African Republic;2005;445
Chad;2005;160
Chile;2005;73290
China;2005;5810561
Colombia;2005;59860
Comoros;2005;82
Congo;2005;4163
Costa Rica;2005;6128
Croatia;2005;22527
Cuba;2005;27393
Cyprus;2005;7812
Czech Republic;2005;127695
Denmark;2005;49798
Djibouti;2005;1319
Dominica;2005;118
Dominican Republic;2005;18953
Ecuador;2005;26384
Egypt;2005;170629
El Salvador;2005;6527
Equatorial Guinea;2005;3110
Eritrea;2005;644
Estonia;2005;16927
