Country;year;ppm
Canada;1984;423029
Cape Verde;1984;114
Cayman Islands;1984;208
Central African Republic;1984;221
Chad;1984;90
Chile;1984;22825
China;1984;1913236
Colombia;1984;44144
Comoros;1984;35
Congo;1984;2359
Costa Rica;1984;2080
Croatia;1984;34358
Cuba;1984;33924
Cyprus;1984;3233
Czech Republic;1984;193181
Denmark;1984;54766
Djibouti;1984;517
Dominica;1984;60
Dominican Republic;1984;7733
Ecuador;1984;13382
Egypt;1984;69863
El Salvador;1984;1915
Equatorial Guinea;1984;61
Eritrea;1984;174
Estonia;1984;49202
Ethiopia;1984;962
Fiji;1984;689
Finland;1984;46832
France;1984;404704
French Guiana;1984;458
French Polynesia;1984;630
Gabon;1984;5063
Gambia;1984;144
Georgia;1984;40799
Germany;1984;1075014
Ghana;1984;2027
Greece;1984;59146
Greenland;1984;2
Grenada;1984;100
Guadeloupe;1984;1253
Guam;1984;7
Guatemala;1984;3482
Guinea;1984;737
Guyana;1984;2640
Haiti;1984;1012
Honduras;1984;2079
Hong Kong;1984;22880
Hungary;1984;88835
Iceland;1984;2266
India;1984;451066
Indonesia;1984;94563
Iran;1984;156281
Iraq;1984;55522
Ireland;1984;26900
Israel;1984;23943
Italy;1984;381659
Jamaica;1984;5455
Japan;1984;999850
Jordan;1984;8057
Kazakhstan;1984;121303
Kenya;1984;6089
Kiribati;1984;19
Kuwait;1984;39572
Kyrgyzstan;1984;5286
Latvia;1984;53156
Lebanon;1984;7256
Lesotho;1984;112
Liberia;1984;1291
Lithuania;1984;119749
Luxembourg;1984;10761
Madagascar;1984;961
Malawi;1984;356
Malaysia;1984;35236
Mali;1984;363
Malta;1984;1353
Martinique;1984;944
Mauritania;1984;700
Mauritius;1984;590
Mexico;1984;267729
Mongolia;1984;10173
Montserrat;1984;35
Morocco;1984;17608
Mozambique;1984;1660
Namibia;1984;1394
Nepal;1984;872
Netherlands;1984;147514
New Caledonia;1984;1026
New Zealand;1984;19811
Nicaragua;1984;2002
Niger;1984;536
Nigeria;1984;58321
Norway;1984;35192
Oman;1984;11248
Pakistan;1984;39998
Panama;1984;2919
Papua New Guinea;1984;1623
Paraguay;1984;1573
Peru;1984;20374
Philippines;1984;31151
Poland;1984;392440
Portugal;1984;29617
Puerto Rico;1984;457
Qatar;1984;14526
Reunion;1984;648
Romania;1984;196676
Russia;1984;2096588
Rwanda;1984;508
Samoa;1984;133
Saudi Arabia;1984;136887
Senegal;1984;2281
Seychelles;1984;250
Sierra Leone;1984;577
Singapore;1984;17194
Slovakia;1984;63983
Slovenia;1984;14063
Solomon Islands;1984;107
Somalia;1984;848
South Africa;1984;244848
Spain;1984;201929
Sri Lanka;1984;4331
Sudan;1984;3613
Suriname;1984;1628
Swaziland;1984;386
Sweden;1984;58667
Switzerland;1984;41948
Taiwan;1984;80457
Tajikistan;1984;2411
Tanzania;1984;1653
Thailand;1984;43068
Togo;1984;468
Tonga;1984;38
Tunisia;1984;11455
Turkey;1984;99404
Turkmenistan;1984;11008
Uganda;1984;426
Ukraine;1984;531788
United Arab Emirates;1984;49684
United Kingdom;1984;547539
United States;1984;4684773
Uruguay;1984;3460
Uzbekistan;1984;46188
Venezuela;1984;98202
Vietnam;1984;19779
Western Sahara;1984;147
Yemen;1984;4981
Zambia;1984;3140
Zimbabwe;1984;9177
Afghanistan;1985;2254
Albania;1985;7606
Algeria;1985;68398
American Samoa;1985;9
Angola;1985;10676
Argentina;1985;94133
Armenia;1985;13739
Aruba;1985;620
Australia;1985;234183
Austria;1985;59161
Azerbaijan;1985;48073
Bahamas;1985;3184
Bahrain;1985;10859
Bangladesh;1985;8743
Barbados;1985;1150
Belarus;1985;104441
Belgium;1985;108759
Belize;1985;242
Benin;1985;639
Bhutan;1985;108
Bolivia;1985;5017
Botswana;1985;906
Brazil;1985;188926
Bulgaria;1985;90393
Burkina Faso;1985;374
Burundi;1985;199
Cambodia;1985;562
Cameroon;1985;7489
Canada;1985;423052
Cape Verde;1985;113
Cayman Islands;1985;146
Central African Republic;1985;225
Chad;1985;105
Chile;1985;22105
China;1985;1925900
Colombia;1985;45766
Comoros;1985;31
Congo;1985;2401
Costa Rica;1985;2192
Croatia;1985;35774
Cuba;1985;34365
Cyprus;1985;3179
Czech Republic;1985;190603
Denmark;1985;62651
Djibouti;1985;531
Dominica;1985;53
Dominican Republic;1985;6834
Ecuador;1985;14187
Egypt;1985;72836
El Salvador;1985;2097
Equatorial Guinea;1985;69
Eritrea;1985;171
Estonia;1985;49012
Ethiopia;1985;1024
Fiji;1985;865
Finland;1985;51272
France;1985;393897
French Guiana;1985;403
French Polynesia;1985;748
Gabon;1985;5776
Gambia;1985;145
Georgia;1985;39900
Germany;1985;1082258
Ghana;1985;2380
Greece;1985;62530
Greenland;1985;2
Grenada;1985;74
Guadeloupe;1985;1010
Guam;1985;8
Guatemala;1985;3656
Guinea;1985;703
Guyana;1985;1948
Haiti;1985;1051
Honduras;1985;1866
Hong Kong;1985;23824
Hungary;1985;87571
Iceland;1985;2148
India;1985;473848
Indonesia;1985;98192
Iran;1985;166390
Iraq;1985;61843
Ireland;1985;28374
Israel;1985;25614
Italy;1985;382916
Jamaica;1985;4873
Japan;1985;976299
Jordan;1985;8441
Kazakhstan;1985;120141
Kenya;1985;6237
Kiribati;1985;24
Kuwait;1985;42069
Kyrgyzstan;1985;5182
Latvia;1985;54769
Lebanon;1985;8242
Lesotho;1985;118
Liberia;1985;1320
Lithuania;1985;121819
Luxembourg;1985;10935
Madagascar;1985;1024
Malawi;1985;378
Malaysia;1985;36917
Mali;1985;383
Malta;1985;1175
Martinique;1985;943
Mauritania;1985;707
Mauritius;1985;616
Mexico;1985;270352
Mongolia;1985;10603
Montserrat;1985;27
Morocco;1985;18340
Mozambique;1985;1576
Namibia;1985;1604
Nepal;1985;665
Netherlands;1985;150756
New Caledonia;1985;1076
New Zealand;1985;20266
Nicaragua;1985;2010
Niger;1985;532
Nigeria;1985;60951
Norway;1985;36091
Oman;1985;8903
Pakistan;1985;43840
Panama;1985;2768
Papua New Guinea;1985;2446
Paraguay;1985;1571
Peru;1985;19665
Philippines;1985;29354
Poland;1985;388478
Portugal;1985;28184
Puerto Rico;1985;446
Qatar;1985;14074
Reunion;1985;654
Romania;1985;195669
Russia;1985;2104763
Rwanda;1985;535
Samoa;1985;135
Saudi Arabia;1985;138939
Senegal;1985;2356
Seychelles;1985;263
Sierra Leone;1985;654
Singapore;1985;17832
Slovakia;1985;63383
Slovenia;1985;13524
Solomon Islands;1985;130
Somalia;1985;835
South Africa;1985;246967
Spain;1985;195064
Sri Lanka;1985;4005
Sudan;1985;4253
Suriname;1985;1724
Swaziland;1985;455
Sweden;1985;62759
Switzerland;1985;45239
Taiwan;1985;80930
Tajikistan;1985;2773
Tanzania;1985;1738
Thailand;1985;47154
Togo;1985;442
Tonga;1985;28
Tunisia;1985;11845
Turkey;1985;107891
Turkmenistan;1985;11675
Uganda;1985;452
Ukraine;1985;544379
United Arab Emirates;1985;51310
United Kingdom;1985;573660
United States;1985;4699867
Uruguay;1985;3233
Uzbekistan;1985;47684
Venezuela;1985;98675
Vietnam;1985;20039
Western Sahara;1985;154
Yemen;1985;5318
Zambia;1985;3123
Zimbabwe;1985;10595
Afghanistan;1986;2209
Albania;1986;7678
Algeria;1986;72531
American Samoa;1986;9
Angola;1986;10726
Argentina;1986;105084
Armenia;1986;13948
Aruba;1986;416
Australia;1986;234972
Austria;1986;57954
Azerbaijan;1986;48822
Bahamas;1986;2888
Bahrain;1986;12454
Bangladesh;1986;9743
Barbados;1986;1151
Belarus;1986;102654
Belgium;1986;109544
Belize;1986;279
Benin;1986;575
Bhutan;1986;102
Bolivia;1986;4988
Botswana;1986;1018
Brazil;1986;209376
Bulgaria;1986;91492
Burkina Faso;1986;457
Burundi;1986;202
Cambodia;1986;366
Cameroon;1986;9817
Canada;1986;413143
Cape Verde;1986;47
Cayman Islands;1986;129
Central African Republic;1986;255
Chad;1986;187
Chile;1986;22540
China;1986;2038653
Colombia;1986;46353
Comoros;1986;32
Congo;1986;2294
Costa Rica;1986;2283
Croatia;1986;38985
Cuba;1986;35030
Cyprus;1986;3538
Czech Republic;1986;189148
Denmark;1986;63162
Djibouti;1986;522
Dominica;1986;50
Dominican Republic;1986;7629
Ecuador;1986;14682
Egypt;1986;75722
El Salvador;1986;2079
Equatorial Guinea;1986;73
Eritrea;1986;207
Estonia;1986;49825
Ethiopia;1986;1241
Fiji;1986;861
Finland;1986;51396
France;1986;381941
French Guiana;1986;429
French Polynesia;1986;864
Gabon;1986;4316
Gambia;1986;144
Georgia;1986;38743
Germany;1986;1081220
Ghana;1986;2572
Greece;1986;62086
Greenland;1986;2
Grenada;1986;74
Guadeloupe;1986;966
Guam;1986;8
Guatemala;1986;3184
Guinea;1986;919
Guyana;1986;1682
Haiti;1986;981
Honduras;1986;1898
Hong Kong;1986;27109
Hungary;1986;86211
Iceland;1986;2156
India;1986;511280
Indonesia;1986;104773
Iran;1986;155341
Iraq;1986;64967
Ireland;1986;29347
Israel;1986;28023
Italy;1986;384344
Jamaica;1986;4620
Japan;1986;973277
Jordan;1986;9087
Kazakhstan;1986;124630
Kenya;1986;6868
Kiribati;1986;19
Kuwait;1986;43454
Kyrgyzstan;1986;5506
Latvia;1986;56207
Lebanon;1986;8311
Lesotho;1986;128
Liberia;1986;1067
Lithuania;1986;123516
Luxembourg;1986;10680
Madagascar;1986;748
Malawi;1986;383
Malaysia;1986;37235
Mali;1986;316
Malta;1986;1902
Martinique;1986;923
Mauritania;1986;456
Mauritius;1986;806
Mexico;1986;266353
Mongolia;1986;11973
Montserrat;1986;25
Morocco;1986;18824
Mozambique;1986;1540
Namibia;1986;1117
Nepal;1986;878
Netherlands;1986;153575
New Caledonia;1986;1031
New Zealand;1986;19349
Nicaragua;1986;2376
Niger;1986;460
Nigeria;1986;59361
Norway;1986;38620
Oman;1986;10556
Pakistan;1986;45165
Panama;1986;2870
Papua New Guinea;1986;2241
Paraguay;1986;1682
Peru;1986;21397
Philippines;1986;28028
Poland;1986;402048
Portugal;1986;31789
Puerto Rico;1986;456
Qatar;1986;15061
Reunion;1986;690
Romania;1986;201570
Russia;1986;2153153
Rwanda;1986;559
Samoa;1986;113
Saudi Arabia;1986;142260
Senegal;1986;2260
Seychelles;1986;275
Sierra Leone;1986;744
Singapore;1986;18155
Slovakia;1986;59992
Slovenia;1986;13471
Solomon Islands;1986;122
Somalia;1986;970
South Africa;1986;242466
Spain;1986;198898
Sri Lanka;1986;3967
Sudan;1986;4149
Suriname;1986;1574
Swaziland;1986;452
Sweden;1986;64391
Switzerland;1986;45150
Taiwan;1986;92239
Tajikistan;1986;3192
Tanzania;1986;1848
Thailand;1986;48386
Togo;1986;655
Tonga;1986;25
Tunisia;1986;12165
Turkey;1986;117244
Turkmenistan;1986;12282
Uganda;1986;528
Ukraine;1986;546656
United Arab Emirates;1986;50130
United Kingdom;1986;587423
United States;1986;4660799
Uruguay;1986;3178
Uzbekistan;1986;49720
Venezuela;1986;99501
Vietnam;1986;21956
Western Sahara;1986;163
Yemen;1986;5620
Zambia;1986;3217
Zimbabwe;1986;12183
Afghanistan;1987;2102
Albania;1987;7670
Algeria;1987;70744
American Samoa;1987;10
Angola;1987;10729
Argentina;1987;105527
Armenia;1987;13898
Aruba;1987;594
Australia;1987;235098
Austria;1987;57954
Azerbaijan;1987;48787
Bahamas;1987;2893
Bahrain;1987;12298
Bangladesh;1987;9607
Barbados;1987;1127
Belarus;1987;101919
Belgium;1987;109440
Belize;1987;279
Benin;1987;574
Bhutan;1987;105
Bolivia;1987;5006
Botswana;1987;1018
Brazil;1987;209610
Bulgaria;1987;91190
Burkina Faso;1987;458
Burundi;1987;204
Cambodia;1987;366
Cameroon;1987;8731
Canada;1987;416247
Cape Verde;1987;47
Cayman Islands;1987;130
Central African Republic;1987;257
Chad;1987;187
Chile;1987;22499
China;1987;2053514
Colombia;1987;46236
Comoros;1987;32
Congo;1987;2312
Costa Rica;1987;2263
Croatia;1987;39110
Cuba;1987;34902
Cyprus;1987;3537
Czech Republic;1987;189090
Denmark;1987;63094
Djibouti;1987;522
Dominica;1987;50
Dominican Republic;1987;7759
Ecuador;1987;14363
Egypt;1987;76429
El Salvador;1987;2104
Equatorial Guinea;1987;73
Eritrea;1987;208
Estonia;1987;49687
Ethiopia;1987;1293
Fiji;1987;844
Finland;1987;51450
France;1987;383083
French Guiana;1987;429
French Polynesia;1987;864
Gabon;1987;3891
Gambia;1987;142
Georgia;1987;38763
Germany;1987;1082604
Ghana;1987;2650
Greece;1987;61794
Greenland;1987;2
Grenada;1987;74
Guadeloupe;1987;975
Guam;1987;8
Guatemala;1987;3164
Guinea;1987;923
Guyana;1987;1678
Haiti;1987;982
Honduras;1987;1907
Hong Kong;1987;27099
Hungary;1987;85975
Iceland;1987;2152
India;1987;512859
Indonesia;1987;105130
Iran;1987;154824
Iraq;1987;63432
Ireland;1987;29502
Israel;1987;28343
Italy;1987;387601
Jamaica;1987;4627
Japan;1987;973925
Jordan;1987;9388
Kazakhstan;1987;132496
Kenya;1987;6909
Kiribati;1987;19
Kuwait;1987;43661
Kyrgyzstan;1987;5788
Latvia;1987;56108
Lebanon;1987;8309
Lesotho;1987;128
Liberia;1987;1065
Lithuania;1987;123609
Luxembourg;1987;10748
Madagascar;1987;752
Malawi;1987;392
Malaysia;1987;36874
Mali;1987;318
Malta;1987;1904
Martinique;1987;928
Mauritania;1987;456
Mauritius;1987;807
Mexico;1987;268799
Mongolia;1987;11980
Montserrat;1987;25
Morocco;1987;18891
Mozambique;1987;1541
Namibia;1987;1186
Nepal;1987;923
Netherlands;1987;154036
New Caledonia;1987;1041
New Zealand;1987;19385
Nicaragua;1987;2323
Niger;1987;462
Nigeria;1987;56010
Norway;1987;39395
Oman;1987;10196
Pakistan;1987;46014
Panama;1987;2873
Papua New Guinea;1987;2213
Paraguay;1987;1722
Peru;1987;21703
Philippines;1987;28384
Poland;1987;395303
Portugal;1987;32195
Puerto Rico;1987;540
Qatar;1987;15096
Reunion;1987;701
Romania;1987;200346
Russia;1987;2191980
Rwanda;1987;565
Samoa;1987;113
Saudi Arabia;1987;141815
Senegal;1987;2251
Seychelles;1987;275
Sierra Leone;1987;737
Singapore;1987;18098
Slovakia;1987;60113
Slovenia;1987;13504
Solomon Islands;1987;122
Somalia;1987;955
South Africa;1987;242319
Spain;1987;198608
Sri Lanka;1987;4016
Sudan;1987;4118
Suriname;1987;1517
Swaziland;1987;453
Sweden;1987;64390
Switzerland;1987;45242
Taiwan;1987;92558
Tajikistan;1987;3306
Tanzania;1987;1889
Thailand;1987;49443
Togo;1987;670
Tonga;1987;38
Tunisia;1987;12275
Turkey;1987;120843
Turkmenistan;1987;12718
Uganda;1987;529
Ukraine;1987;553370
United Arab Emirates;1987;48050
United Kingdom;1987;589223
United States;1987;4669547
Uruguay;1987;3220
Uzbekistan;1987;51004
Venezuela;1987;100037
Vietnam;1987;21918
Western Sahara;1987;163
Yemen;1987;5654
Zambia;1987;3248
Zimbabwe;1987;12217
Afghanistan;1988;2123
Albania;1988;7902
Algeria;1988;72027
American Samoa;1988;10
Angola;1988;11243
Argentina;1988;115424
Armenia;1988;14210
Aruba;1988;575
Australia;1988;254887
Austria;1988;57178
Azerbaijan;1988;50861
Bahamas;1988;3049
Bahrain;1988;12338
Bangladesh;1988;11322
Barbados;1988;1012
Belarus;1988;106992
Belgium;1988;111707
Belize;1988;160
Benin;1988;471
Bhutan;1988;125
Bolivia;1988;5379
Botswana;1988;1281
Brazil;1988;218973
Bulgaria;1988;91348
Burkina Faso;1988;567
Burundi;1988;308
Cambodia;1988;550
Cameroon;1988;4447
Canada;1988;456149
Cape Verde;1988;79
Cayman Islands;1988;274
Central African Republic;1988;267
Chad;1988;124
Chile;1988;27626
China;1988;2346015
Colombia;1988;49185
Comoros;1988;57
Congo;1988;2298
Costa Rica;1988;2544
Croatia;1988;33257
Cuba;1988;36985
Cyprus;1988;4152
Czech Republic;1988;185011
Denmark;1988;57763
Djibouti;1988;642
Dominica;1988;65
Dominican Republic;1988;8801
Ecuador;1988;15183
Egypt;1988;83338
El Salvador;1988;2449
Equatorial Guinea;1988;73
Eritrea;1988;216
Estonia;1988;50047
Ethiopia;1988;1570
Fiji;1988;962
Finland;1988;54671
France;1988;372612
French Guiana;1988;556
French Polynesia;1988;938
Gabon;1988;3974
Gambia;1988;186
Georgia;1988;38694
Germany;1988;1066130
Ghana;1988;2884
Greece;1988;71713
Greenland;1988;2
Grenada;1988;78
Guadeloupe;1988;1173
Guam;1988;8
Guatemala;1988;3506
Guinea;1988;1173
Guyana;1988;1176
Haiti;1988;1132
Honduras;1988;2260
Hong Kong;1988;32772
Hungary;1988;82118
Iceland;1988;2323
India;1988;580693
Indonesia;1988;117813
Iran;1988;165152
Iraq;1988;68120
Ireland;1988;30294
Israel;1988;32362
Italy;1988;413811
Jamaica;1988;5113
Japan;1988;1049786
Jordan;1988;9257
Kazakhstan;1988;136215
Kenya;1988;7054
Kiribati;1988;24
Kuwait;1988;50239
Kyrgyzstan;1988;7939
Latvia;1988;58424
Lebanon;1988;6585
Lesotho;1988;104
Liberia;1988;1212
Lithuania;1988;127665
Luxembourg;1988;10678
Madagascar;1988;1281
Malawi;1988;412
Malaysia;1988;40922
Mali;1988;238
Malta;1988;2169
Martinique;1988;1202
Mauritania;1988;933
Mauritius;1988;1129
Mexico;1988;276505
Mongolia;1988;14737
Montserrat;1988;30
Morocco;1988;20329
Mozambique;1988;1552
Namibia;1988;1226
Nepal;1988;930
Netherlands;1988;157588
New Caledonia;1988;1135
New Zealand;1988;21908
Nicaragua;1988;2149
Niger;1988;708
Nigeria;1988;63801
Norway;1988;38260
Oman;1988;11449
Pakistan;1988;57023
Panama;1988;2389
Papua New Guinea;1988;2462
Paraguay;1988;2092
Peru;1988;23457
Philippines;1988;37017
Poland;1988;391692
Portugal;1988;33768
Puerto Rico;1988;567
Qatar;1988;15949
Reunion;1988;977
Romania;1988;213048
Russia;1988;2252308
Rwanda;1988;644
Samoa;1988;128
Saudi Arabia;1988;158862
Senegal;1988;2191
Seychelles;1988;426
Sierra Leone;1988;1003
Singapore;1988;21017
Slovakia;1988;62883
Slovenia;1988;16364
Solomon Islands;1988;170
Somalia;1988;797
South Africa;1988;257632
Spain;1988;204262
Sri Lanka;1988;4386
Sudan;1988;4618
Suriname;1988;1391
Swaziland;1988;513
Sweden;1988;60425
Switzerland;1988;43523
Taiwan;1988;113175
Tajikistan;1988;3440
Tanzania;1988;1965
Thailand;1988;64140
Togo;1988;700
Tonga;1988;43
Tunisia;1988;13183
Turkey;1988;125244
Turkmenistan;1988;14054
Uganda;1988;760
Ukraine;1988;560012
United Arab Emirates;1988;51270
United Kingdom;1988;595532
United States;1988;5039607
Uruguay;1988;4556
Uzbekistan;1988;53242
Venezuela;1988;100248
Vietnam;1988;23900
Western Sahara;1988;187
Yemen;1988;6635
Zambia;1988;3467
Zimbabwe;1988;15051
Afghanistan;1989;1961
Albania;1989;7628
Algeria;1989;72410
American Samoa;1989;10
Angola;1989;11342
Argentina;1989;113518
Armenia;1989;13900
Aruba;1989;609
Australia;1989;270237
Austria;1989;57226
Azerbaijan;1989;50522
Bahamas;1989;3243
Bahrain;1989;12222
Bangladesh;1989;12421
Barbados;1989;1005
Belarus;1989;104413
Belgium;1989;112467
Belize;1989;216
Benin;1989;418
Bhutan;1989;123
Bolivia;1989;6200
Botswana;1989;1432
Brazil;1989;221830
Bulgaria;1989;90281
Burkina Faso;1989;518
Burundi;1989;338
Cambodia;1989;500
Cameroon;1989;7250
Canada;1989;471964
Cape Verde;1989;82
Cayman Islands;1989;273
Central African Republic;1989;266
Chad;1989;125
Chile;1989;33361
China;1989;2427434
Colombia;1989;48417
Comoros;1989;58
Congo;1989;2326
Costa Rica;1989;2883
Croatia;1989;34134
Cuba;1989;38761
Cyprus;1989;4392
Czech Republic;1989;177124
Denmark;1989;52440
Djibouti;1989;1244
Dominica;1989;67
Dominican Republic;1989;9367
Ecuador;1989;14931
Egypt;1989;88291
El Salvador;1989;2436
Equatorial Guinea;1989;103
Eritrea;1989;223
Estonia;1989;48797
Ethiopia;1989;1675
Fiji;1989;1129
Finland;1989;54674
France;1989;387552
French Guiana;1989;572
French Polynesia;1989;909
Gabon;1989;4522
Gambia;1989;176
Georgia;1989;37899
Germany;1989;1042809
Ghana;1989;3220
Greece;1989;76406
Greenland;1989;2
Grenada;1989;80
Guadeloupe;1989;1191
Guam;1989;8
Guatemala;1989;3765
Guinea;1989;1036
Guyana;1989;748
Haiti;1989;1156
Honduras;1989;2494
Hong Kong;1989;34164
Hungary;1989;80320
Iceland;1989;2321
India;1989;618476
Indonesia;1989;123049
Iran;1989;176383
Iraq;1989;74011
Ireland;1989;31326
Israel;1989;33717
Italy;1989;433161
Jamaica;1989;6550
Japan;1989;1078991
Jordan;1989;9412
Kazakhstan;1989;135687
Kenya;1989;7470
Kiribati;1989;22
Kuwait;1989;52831
Kyrgyzstan;1989;7113
Latvia;1989;58992
Lebanon;1989;6893
Lesotho;1989;141
Liberia;1989;878
Lithuania;1989;128088
Luxembourg;1989;11483
Madagascar;1989;892
Malawi;1989;499
Malaysia;1989;47111
Mali;1989;414
Malta;1989;2347
Martinique;1989;1535
Mauritania;1989;994
Mauritius;1989;1160
Mexico;1989;289789
Mongolia;1989;14141
Montserrat;1989;30
Morocco;1989;21990
Mozambique;1989;1536
Namibia;1989;1131
Nepal;1989;744
Netherlands;1989;160770
New Caledonia;1989;1232
New Zealand;1989;21938
Nicaragua;1989;1856
Niger;1989;688
Nigeria;1989;67723
Norway;1989;37363
Oman;1989;11362
Pakistan;1989;59164
Panama;1989;2491
Papua New Guinea;1989;2431
Paraguay;1989;2099
Peru;1989;21190
Philippines;1989;39727
Poland;1989;373392
Portugal;1989;42022
Puerto Rico;1989;606
Qatar;1989;16584
Reunion;1989;1001
Romania;1989;209123
Russia;1989;2260426
Rwanda;1989;665
Samoa;1989;125
Saudi Arabia;1989;160694
Senegal;1989;2309
Seychelles;1989;405
Sierra Leone;1989;919
Singapore;1989;22039
Slovakia;1989;61252
Slovenia;1989;15614
Solomon Islands;1989;170
Somalia;1989;797
South Africa;1989;263548
Spain;1989;222905
Sri Lanka;1989;4165
Sudan;1989;4156
Suriname;1989;1391
Swaziland;1989;500
Sweden;1989;57510
Switzerland;1989;43307
Taiwan;1989;123120
Tajikistan;1989;3548
Tanzania;1989;1988
Thailand;1989;75174
Togo;1989;713
Tonga;1989;45
Tunisia;1989;14237
Turkey;1989;137578
Turkmenistan;1989;14586
Uganda;1989;662
Ukraine;1989;555239
United Arab Emirates;1989;57019
United Kingdom;1989;583229
United States;1989;5099080
Uruguay;1989;4910
Uzbekistan;1989;53506
Venezuela;1989;106328
Vietnam;1989;21281
Western Sahara;1989;170
Yemen;1989;6849
Zambia;1989;3589
Zimbabwe;1989;15263
Afghanistan;1990;1992
Albania;1990;6393
Algeria;1990;69557
American Samoa;1990;11
Angola;1990;11019
Argentina;1990;106852
Armenia;1990;20919
Aruba;1990;616
Australia;1990;274313
Austria;1990;62747
Azerbaijan;1990;63719
Bahamas;1990;3272
Bahrain;1990;12638
Bangladesh;1990;13201
Barbados;1990;1001
Belarus;1990;105098
Belgium;1990;115113
Belize;1990;293
Benin;1990;419
Bhutan;1990;182
Bolivia;1990;6476
Botswana;1990;1505
Brazil;1990;218605
Bulgaria;1990;82919
Burkina Faso;1990;511
Burundi;1990;343
Cambodia;1990;518
Cameroon;1990;7555
Canada;1990;448105
Cape Verde;1990;81
Cayman Islands;1990;269
Central African Republic;1990;279
Chad;1990;225
Chile;1990;36545
China;1990;2473454
Colombia;1990;52039
Comoros;1990;71
Congo;1990;2263
Costa Rica;1990;2926
Croatia;1990;24942
Cuba;1990;31409
Cyprus;1990;4449
Czech Republic;1990;167460
Denmark;1990;53096
Djibouti;1990;1157
Dominica;1990;66
Dominican Republic;1990;8353
Ecuador;1990;15748
Egypt;1990;90974
El Salvador;1990;2596
Equatorial Guinea;1990;100
Eritrea;1990;234
Estonia;1990;36460
Ethiopia;1990;1691
Fiji;1990;1259
Finland;1990;57043
France;1990;392767
French Guiana;1990;656
French Polynesia;1990;903
Gabon;1990;4390
Gambia;1990;164
Georgia;1990;30047
Germany;1990;1021398
Ghana;1990;3186
Greece;1990;78403
Greenland;1990;2
Grenada;1990;122
Guadeloupe;1990;1272
Guam;1990;8
Guatemala;1990;3936
Guinea;1990;1283
Guyana;1990;689
Haiti;1990;1135
Honduras;1990;2332
Hong Kong;1990;34946
Hungary;1990;75176
Iceland;1990;2352
India;1990;659307
Indonesia;1990;158403
Iran;1990;204880
Iraq;1990;70448
Ireland;1990;32582
Israel;1990;34886
Italy;1990;425190
Jamaica;1990;7524
Japan;1990;1162525
Jordan;1990;10104
Kazakhstan;1990;255684
Kenya;1990;7333
Kiribati;1990;23
Kuwait;1990;28676
Kyrgyzstan;1990;24051
Latvia;1990;19992
Lebanon;1990;6891
Lesotho;1990;136
Liberia;1990;489
Lithuania;1990;35069
Luxembourg;1990;11718
Madagascar;1990;809
Malawi;1990;499
Malaysia;1990;55190
Mali;1990;383
Malta;1990;2348
Martinique;1990;1610
Mauritania;1990;823
Mauritius;1990;1205
Mexico;1990;310682
Mongolia;1990;14095
Montserrat;1990;37
Morocco;1990;22602
Mozambique;1990;1159
Namibia;1990;1159
Nepal;1990;1061
Netherlands;1990;161272
New Caledonia;1990;1328
New Zealand;1990;22877
Nicaragua;1990;1957
Niger;1990;638
Nigeria;1990;69189
Norway;1990;37979
Oman;1990;14820
Pakistan;1990;62208
Panama;1990;2622
Papua New Guinea;1990;2552
Paraguay;1990;2235
Peru;1990;21011
Philippines;1990;40326
Poland;1990;311781
Portugal;1990;43247
Puerto Rico;1990;622
Qatar;1990;16240
Reunion;1990;1018
Romania;1990;184703
Russia;1990;2439669
Rwanda;1990;634
Samoa;1990;134
Saudi Arabia;1990;165459
Senegal;1990;2396
Seychelles;1990;334
Sierra Leone;1990;855
Singapore;1990;30034
Slovakia;1990;60216
Slovenia;1990;14732
Solomon Islands;1990;178
Somalia;1990;684
South Africa;1990;269076
Spain;1990;228056
Sri Lanka;1990;4232
Sudan;1990;5540
Suriname;1990;1636
Swaziland;1990;464
Sweden;1990;57457
Switzerland;1990;44707
Taiwan;1990;125125
Tajikistan;1990;13055
Tanzania;1990;2101
Thailand;1990;90766
Togo;1990;778
Tonga;1990;45
Tunisia;1990;14831
Turkey;1990;149127
Turkmenistan;1990;48867
Uganda;1990;655
Ukraine;1990;768872
United Arab Emirates;1990;56994
United Kingdom;1990;588275
United States;1990;4989245
Uruguay;1990;3900
Uzbekistan;1990;124133
Venezuela;1990;110701
Vietnam;1990;21228
Western Sahara;1990;161
Yemen;1990;6865
Zambia;1990;2959
Zimbabwe;1990;17141
Afghanistan;1991;1689
Albania;1991;4260
Algeria;1991;73853
American Samoa;1991;11
Angola;1991;11217
Argentina;1991;111169
Armenia;1991;21782
Aruba;1991;625
Australia;1991;275907
Austria;1991;66485
Azerbaijan;1991;65066
Bahamas;1991;3145
Bahrain;1991;12326
Bangladesh;1991;12388
Barbados;1991;1046
Belarus;1991;103934
Belgium;1991;119258
Belize;1991;324
Benin;1991;373
Bhutan;1991;186
Bolivia;1991;7146
Botswana;1991;1579
Brazil;1991;226960
Bulgaria;1991;62593
Burkina Faso;1991;576
Burundi;1991;376
Cambodia;1991;530
Cameroon;1991;7350
Canada;1991;441119
Cape Verde;1991;84
Cayman Islands;1991;278
Central African Republic;1991;291
Chad;1991;215
Chile;1991;34691
China;1991;2614862
Colombia;1991;53660
Comoros;1991;69
Congo;1991;2263
Costa Rica;1991;3158
Croatia;1991;17700
